search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:20091231&after=priority:20050101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2017054707-A1,Method and Apparatus for Trusted Authentication and Logon ,"InterDigitial Patent Holdings, Inc.","Andreas Leicher, Andreas U. Schmidt",2009-09-14,2016-11-07,2017-02-23,,https://patents.google.com/patent/US20170054707A1/en,https://patentimages.storage.googleapis.com/6e/c9/4a/602c9ed3335167/US20170054707A1-20170223-D00000.png
CN-101106455-B,Identity authentication method and intelligent secret key device ,北京飞天诚信科技有限公司,"陆舟, 于华章",2007-08-20,2007-08-20,2010-10-13,2010-10-13,https://patents.google.com/patent/CN101106455B/en,https://patentimages.storage.googleapis.com/1b/ff/e9/34bf6ff3013b4f/H071C0472020070911E000011.png
US-8434129-B2,Method and apparatus for multi-domain identity interoperability and compliance verification ,"Fugen Solutions, Inc.","Lakshmanan Kannappan, Vijay S. Simha, Hemma Prafullchandra",2007-08-02,2008-08-04,2013-04-30,2013-04-30,https://patents.google.com/patent/US8434129B2/en,https://patentimages.storage.googleapis.com/58/92/43/68011547cab9fc/US08434129-20130430-D00000.png
US-9398004-B2,Method for reading attributes from an ID token ,Bundesdruckerei Gmbh,"Frank Dietrich, Frank Byszio, Manfred Paeschke",2008-01-16,2015-04-23,2016-07-19,2016-07-19,https://patents.google.com/patent/US9398004B2/en,https://patentimages.storage.googleapis.com/ea/4b/99/baae751bef2744/US09398004-20160719-D00000.png
EP-2454703-B1,Method for reading attributes from an id token ,Bundesdruckerei GmbH,Frank Dietrich,2009-07-14,2010-07-13,2019-11-20,2019-11-20,https://patents.google.com/patent/EP2454703B1/en,https://patentimages.storage.googleapis.com/39/12/06/872f00e355146a/imgf0001.png
EP-3200493-B1,User authentication management ,"Microsoft Technology Licensing, LLC","Raymond E. Ozzie, Jack E. Ozzie, Thomas A. Galvin, Eric M. Patey",2008-10-20,2009-10-19,2018-10-17,2018-10-17,https://patents.google.com/patent/EP3200493B1/en,https://patentimages.storage.googleapis.com/b5/41/64/8e3dd3016be011/imgf0001.png
US-8856891-B2,Proxy authentication network ,"Iamsecuronline, Inc.",Michael J. Whitcomb,2005-06-13,2011-08-03,2014-10-07,2014-10-07,https://patents.google.com/patent/US8856891B2/en,https://patentimages.storage.googleapis.com/67/61/8c/954224241c8f75/US08856891-20141007-D00000.png
US-9613205-B2,Alternate authentication ,"Microsoft Technology Licensing, Llc","David Steeves, Rajesh Viswanathan, Todd Buiten, William J. Reid",2009-04-29,2015-08-17,2017-04-04,2017-04-04,https://patents.google.com/patent/US9613205B2/en,https://patentimages.storage.googleapis.com/e0/99/79/f1d7a6d5394855/US09613205-20170404-D00000.png
US-2021144223-A1,"Context based access control, privacy control and data protection for an online social network ",Virtual Artifacts Inc.,Jean Dobey Ourega,2009-03-26,2021-01-22,2021-05-13,,https://patents.google.com/patent/US20210144223A1/en,https://patentimages.storage.googleapis.com/68/30/96/3dfa5a4e5c07b3/US20210144223A1-20210513-D00000.png
US-8406141-B1,Network search methods and systems ,"Cybertap, Llc","Russell L. Couturier, Patrick V. Johnstone, John H. Ricketson",2007-03-12,2010-05-11,2013-03-26,2013-03-26,https://patents.google.com/patent/US8406141B1/en,https://patentimages.storage.googleapis.com/fd/81/70/c317e91f65e65e/US08406141-20130326-D00000.png
US-8051469-B2,Securely roaming digital identities ,Microsoft Corporation,"John P. Shewchuk, Arun K. Nanda, Donald F. Box, Douglas A. Walter, Hervey O. Wilson",2005-09-09,2009-11-17,2011-11-01,2011-11-01,https://patents.google.com/patent/US8051469B2/en,https://patentimages.storage.googleapis.com/ab/3b/96/b2d42b4c488da9/US08051469-20111101-D00000.png
US-9552617-B2,"Mobile media, devices, and signaling ",Digimarc Corporation,"Sierra K. Modro, Ravi K. Sharma, Brian T. MacIntosh",2008-12-31,2014-08-19,2017-01-24,2017-01-24,https://patents.google.com/patent/US9552617B2/en,https://patentimages.storage.googleapis.com/a7/aa/5a/ff3a46917bf9eb/US09552617-20170124-D00000.png
US-2021112154-A1,Intuitive computing methods and systems ,Digimarc Corporation,"Tony F. Rodriguez, Geoffrey B. Rhoads, Bruce L. Davis, Gilbert B. Shaw",2009-10-28,2020-09-01,2021-04-15,,https://patents.google.com/patent/US20210112154A1/en,https://patentimages.storage.googleapis.com/8a/61/a8/e8f4e253e57b8b/US20210112154A1-20210415-D00000.png
US-8341714-B2,Security token and method for authentication of a user with the security token ,Axsionics Ag,"Lorenz Müller, Marcel Jacomet, Roger Cattin-Liebl, Alain Rollier",2005-12-29,2006-12-20,2012-12-25,2012-12-25,https://patents.google.com/patent/US8341714B2/en,https://patentimages.storage.googleapis.com/ee/29/ba/f9fefa2d03fb70/US08341714-20121225-D00000.png
EP-2208336-B1,Method and system for performing delegation of resources ,NEC Corporation,"Daniele Abbadessa, Joao Girao",2007-08-27,2008-08-27,2018-03-07,2018-03-07,https://patents.google.com/patent/EP2208336B1/en,https://patentimages.storage.googleapis.com/b0/19/7c/4d509dfeebeed9/imgf0001.png
US-7747746-B2,Providing authenticated access to multiple social websites ,"The Go Daddy Group, Inc.","Wayne Thayer, Craig Condit, John Paxton",2008-02-01,2008-02-01,2010-06-29,2010-06-29,https://patents.google.com/patent/US7747746B2/en,https://patentimages.storage.googleapis.com/d8/a9/b0/620a79dd906394/US07747746-20100629-D00000.png
US-8898754-B2,Enabling authentication of OpenID user when requested identity provider is unavailable ,International Business Machines Corporation,"Suresh N. Chari, Gang Chen, Todd E. Kaplinger",2008-07-13,2012-04-25,2014-11-25,2014-11-25,https://patents.google.com/patent/US8898754B2/en,https://patentimages.storage.googleapis.com/0e/8c/90/83df39511c0b69/US08898754-20141125-D00000.png
EP-2291977-B1,Personal security manager for ubiquitous patient monitoring ,"Philips Intellectual Property & Standards GmbH, Koninklijke Philips N.V.","Oscar Garcia Morchon, Axel G. Huebner, Heribert Baldus",2008-06-18,2009-06-10,2016-08-17,2016-08-17,https://patents.google.com/patent/EP2291977B1/en,https://patentimages.storage.googleapis.com/bb/28/9b/5433d88c622340/imgf0001.png
US-9021254-B2,Multi-platform user device malicious website protection system ,"White Sky, Inc.","Konstantin Bokarius, Juan Gamez, Pankaj Srivastava",2007-07-27,2014-03-01,2015-04-28,2015-04-28,https://patents.google.com/patent/US9021254B2/en,https://patentimages.storage.googleapis.com/a5/46/58/1534fbdb491f3c/US09021254-20150428-D00000.png
US-8626201-B1,Disseminating targeted location-based content to mobile device users ,"Aegis Mobility, Inc.","Andrew S. Wright, Swan Allen, Steven J. Williams, John J. Geyer",2007-09-20,2012-10-05,2014-01-07,2014-01-07,https://patents.google.com/patent/US8626201B1/en,https://patentimages.storage.googleapis.com/8b/0b/bd/4db9cd1bead0c9/US08626201-20140107-D00000.png
US-2017206532-A1,System and method for streamlined registration and management of products over a communication network related thereto ,Yu Yung Choi,Yu Yung Choi,2007-12-03,2017-04-03,2017-07-20,,https://patents.google.com/patent/US20170206532A1/en,https://patentimages.storage.googleapis.com/89/29/65/322d4913dbc5b6/US20170206532A1-20170720-D00000.png
US-9736153-B2,Techniques to perform federated authentication ,"Microsoft Technology Licensing, Llc","Paul McDaniel, Neil Shipp",2008-06-27,2008-06-27,2017-08-15,2017-08-15,https://patents.google.com/patent/US9736153B2/en,https://patentimages.storage.googleapis.com/80/58/a1/df50515a35f6c7/US09736153-20170815-D00000.png
US-10191996-B2,Rules driven pan ID metadata routing system and network ,Digimarc Corporation,"Geoffrey B. Rhoads, Tony F. Rodriguez, Kenneth L. Levy",2005-12-21,2016-07-12,2019-01-29,2019-01-29,https://patents.google.com/patent/US10191996B2/en,https://patentimages.storage.googleapis.com/41/6e/a9/f34a9a6c35ed1c/US10191996-20190129-D00000.png
US-8817022-B2,Reactive virtual environment ,"Cisco Technology, Inc.","Douglas Jay Walker, Lisa Louise Bobbitt, Henry William Morrison, IV",2008-04-03,2013-08-30,2014-08-26,2014-08-26,https://patents.google.com/patent/US8817022B2/en,https://patentimages.storage.googleapis.com/c1/3c/2c/8840e67f81c517/US08817022-20140826-D00000.png
US-9519762-B2,Behavioral biometrics for authentication in computing environments ,Igt,"David C. Williams, Joseph Randy Hedrick",2006-11-14,2012-12-06,2016-12-13,2016-12-13,https://patents.google.com/patent/US9519762B2/en,https://patentimages.storage.googleapis.com/b4/6d/0c/d034e0dc0e0cb9/US09519762-20161213-D00000.png
US-9171142-B2,Arrangements for identifying users in a multi-touch surface environment ,International Business Machines Corporation,"Lydia M. Do, Pamela A. Nesbitt, Lisa Seacat Deluca",2007-10-25,2014-03-25,2015-10-27,2015-10-27,https://patents.google.com/patent/US9171142B2/en,https://patentimages.storage.googleapis.com/7e/53/c9/21f538f8e7bba3/US09171142-20151027-D00000.png
US-9397988-B2,Secure portable store for security skins and authentication information ,Adobe Systems Incorporated,"James D. Pravetz, Joseph Donovan Steele, Sunil Agrawal",2008-02-29,2013-01-07,2016-07-19,2016-07-19,https://patents.google.com/patent/US9397988B2/en,https://patentimages.storage.googleapis.com/ad/f1/b9/d52979dcf35698/US09397988-20160719-D00000.png
EP-2383946-B1,"Method, server and system for providing resource for an access user ","Huawei Technologies Co., Ltd.","Qian Sun, Lixin Hu, Donghui Tan",2008-12-31,2009-12-28,2018-06-13,2018-06-13,https://patents.google.com/patent/EP2383946B1/en,https://patentimages.storage.googleapis.com/67/4c/0d/6e0d8b83867f71/imgf0001.png
US-7958258-B2,Mobile communication device domain name system redirection ,"Verizon Patent And Licensing, Inc.","Wing-Cheong V. Yeung, Tina T. Tran",2009-09-09,2009-09-09,2011-06-07,2011-06-07,https://patents.google.com/patent/US7958258B2/en,https://patentimages.storage.googleapis.com/5b/93/b0/a52c1f40ecbc0a/US07958258-20110607-D00000.png
US-8201232-B2,"Authentication, identity, and service management for computing and communication systems ","Samsung Electronics Co., Ltd.","Xinwen Zhang, Jean-Pierre Seifert, Onur Aciicmez",2008-06-26,2008-06-26,2012-06-12,2012-06-12,https://patents.google.com/patent/US8201232B2/en,https://patentimages.storage.googleapis.com/90/fa/2e/69bac8ce327a03/US08201232-20120612-D00000.png
US-7788499-B2,Security tokens including displayable claims ,Microsoft Corporation,"Kim Cameron, Arun K. Nanda",2005-12-19,2005-12-19,2010-08-31,2010-08-31,https://patents.google.com/patent/US7788499B2/en,https://patentimages.storage.googleapis.com/7f/37/e9/60d771cd6115c0/US07788499-20100831-D00000.png
US-8365266-B2,Trusted local single sign-on ,Intel Corporation,Etay Bogner,2007-03-22,2008-03-20,2013-01-29,2013-01-29,https://patents.google.com/patent/US8365266B2/en,https://patentimages.storage.googleapis.com/48/18/9d/ee4453d6c31602/US08365266-20130129-D00000.png
US-8046443-B2,Rapid deployment remote network monitor ,"Red Hat, Inc.","David Parker, Anirudha S. Karandikar, Luke Meyer",2008-08-21,2008-08-21,2011-10-25,2011-10-25,https://patents.google.com/patent/US8046443B2/en,https://patentimages.storage.googleapis.com/4e/a0/02/a193bd8326fe55/US08046443-20111025-D00000.png
US-9037648-B2,Anonymity-preserving reciprocal vetting from a system perspective ,John Ogilvie,"John W. Ogilvie, Kristy Lyn Bartholomew",2008-08-19,2009-08-03,2015-05-19,2015-05-19,https://patents.google.com/patent/US9037648B2/en,https://patentimages.storage.googleapis.com/0c/ce/a0/4d3594b89744aa/US09037648-20150519-D00000.png
US-7997987-B2,Computer-based gaming teams ,Microsoft Corporation,"Jerry Alan Johnson, Johan Peter Hansen, Michal Bortnik, Patrick W. O'Kelley",2006-01-20,2006-01-20,2011-08-16,2011-08-16,https://patents.google.com/patent/US7997987B2/en,https://patentimages.storage.googleapis.com/08/01/31/2e40512199df1e/US07997987-20110816-D00000.png
US-9891024-B2,Device for thermal adaption ,BAE Systems Hägglunds Aktiebolag,"Peder Sjölund, Jussi Myllyluoma",2009-02-11,2014-11-17,2018-02-13,2018-02-13,https://patents.google.com/patent/US9891024B2/en,https://patentimages.storage.googleapis.com/ee/c5/ba/d33f16fab7d9b2/US09891024-20180213-D00000.png
US-8126963-B1,System and method for adding dynamic information to digitally signed mobile applications ,Google Inc.,Graeme Rimmer,2008-06-30,2011-01-24,2012-02-28,2012-02-28,https://patents.google.com/patent/US8126963B1/en,https://patentimages.storage.googleapis.com/7c/ae/1d/52460e5e0e999b/US08126963-20120228-D00000.png
US-8099768-B2,Method and system for multi-protocol single logout ,"Oracle America, Inc.","Qingwen Cheng, Ping Luo, Andrew Patterson, Rajeev Angal",2008-09-18,2008-09-18,2012-01-17,2012-01-17,https://patents.google.com/patent/US8099768B2/en,https://patentimages.storage.googleapis.com/e0/97/7e/3168f0e7eaaf5c/US08099768-20120117-D00000.png
