id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8635445-B2,Method for digital identity authentication ,"Blackridge Technology Holdings, Inc.",John W. Hayes,2010-02-01,2012-08-16,2014-01-21,2014-01-21,https://patents.google.com/patent/US8635445B2/en,https://patentimages.storage.googleapis.com/3b/28/f2/e32d1a50461ce9/US08635445-20140121-D00000.png
EP-3257223-B1,Digital identity system ,Yoti Holding Limited,"Francisco Angel Garcia RODRIGUEZ, Piers POWLESLAND, Paolo GRECI, Laurence WITHERS, Eleanor Simone Frederika LOUGHLIN-MCHUGH, Romek Edward SZCZESNIAK",2015-02-13,2016-02-12,2019-12-18,2019-12-18,https://patents.google.com/patent/EP3257223B1/en,https://patentimages.storage.googleapis.com/df/df/cf/608c95547ed9ff/imgf0001.png
CN-108701276-A,System and method for managing digital identity ,剑桥区块链有限责任公司,"亚历克斯·奥伯豪泽尔, 马修·康芒斯, 阿洛科·巴尔加瓦",2015-10-14,2016-10-14,2018-10-23,,https://patents.google.com/patent/CN108701276A/en,
CN-101589361-B,Controlling distribution and use of digital identity representations ,微软公司,"J·休丘卡, K·卡梅隆, A·纳恩达, X·谢",2007-01-26,2008-01-23,2014-06-18,2014-06-18,https://patents.google.com/patent/CN101589361B/en,
US-2016063491-A1,Secure online transactions using a trusted digital identity ,"Microsoft Technology Licensing, Llc",David J. Steeves,2005-07-08,2015-11-05,2016-03-03,,https://patents.google.com/patent/US20160063491A1/en,https://patentimages.storage.googleapis.com/16/4a/32/e305ad3004050a/US20160063491A1-20160303-D00000.png
US-8392420-B2,Managing access to digital identity information ,Emc Corporation,"Joseph Andrew Mellmer, Russell T. Young, Arn D. Perkins, John M. Robertson, Jeffrey Neil Sabin, Michael C. McDonald, Douglas Phillips, Robert Michael Sheridan, Nadeem Ahmad Nazeer, DeeAnne Barker Higley, Stephen R. Carter, Douglas G. Earl, Kelly E. Sonderegger, Daniel T. Ferguson, Farrell Lynn Brough",1999-11-12,2011-04-29,2013-03-05,2013-03-05,https://patents.google.com/patent/US8392420B2/en,https://patentimages.storage.googleapis.com/49/80/d1/b7c7fa44a311db/US08392420-20130305-D00000.png
US-8104074-B2,Identity providers in digital identity system ,Microsoft Corporation,"Kim Cameron, Arun K. Nanda",2006-02-24,2006-02-24,2012-01-24,2012-01-24,https://patents.google.com/patent/US8104074B2/en,https://patentimages.storage.googleapis.com/e9/98/63/0450cb7078802e/US08104074-20120124-D00000.png
US-8876606-B2,User-centric method of aggregating information sources to reinforce digital identity ,Microsoft Corporation,"Michal Bortnik, Scott Henson, II Patrick W. O'Kelley, Johan Peter Hansen, Ling Tony Chen, Jerry A. Johnson",2004-12-07,2004-12-07,2014-11-04,2014-11-04,https://patents.google.com/patent/US8876606B2/en,https://patentimages.storage.googleapis.com/48/41/18/0b0bf395ca554e/US08876606-20141104-D00000.png
JP-5327834-B2,Method and apparatus for accepting a user's digital identity based on transitive trust between parties ,シマンテック  コーポレーションＳｙｍａｎｔｅｃ  Ｃｏｒｐｏｒａｔｉｏｎ,"サティッシュ ソウラブ, ハーネキー ブライアン",2007-03-28,2008-03-10,2013-10-30,2013-10-30,https://patents.google.com/patent/JP5327834B2/en,https://patentimages.storage.googleapis.com/c7/a6/3f/250e2a3221cf81/0005327834-2.png
US-2018294966-A1,Blockchain-based digital identity management method ,"Samsung Sds Co., Ltd.","Nyun Soo HYUN, Heung Sik CHAE, Sang Hyeon Kim, Kyung Jin Kim, Mun Seok YANG, Yeong Min SEO",2017-04-05,2018-03-06,2018-10-11,,https://patents.google.com/patent/US20180294966A1/en,https://patentimages.storage.googleapis.com/f4/b7/7a/d8bf0e04a3117b/US20180294966A1-20181011-D00000.png
US-10476675-B2,Personal digital identity card device for fingerprint bound asymmetric crypto to access a kiosk ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2019-01-25,2019-11-12,2019-11-12,https://patents.google.com/patent/US10476675B2/en,https://patentimages.storage.googleapis.com/69/af/b4/79e93358a1bdda/US10476675-20191112-D00000.png
US-10325090-B2,Digital identity system ,Yoti Holding Limited,"Eleanor Simone Frederika LOUGHLIN-MCHUGH, Roman Edward SZCZESNIAK",2015-02-13,2017-11-20,2019-06-18,2019-06-18,https://patents.google.com/patent/US10325090B2/en,https://patentimages.storage.googleapis.com/24/b4/84/3ef750f6bb85e6/US10325090-20190618-D00000.png
CN-106411901-B,A kind of digital identity mark management method and system ,北京三未信安科技发展有限公司,"范希骏, 杨国强, 韩学洋, 张玉涛",2016-10-08,2016-10-08,2018-01-23,2018-01-23,https://patents.google.com/patent/CN106411901B/en,
US-9507948-B2,Digital identity device ,Identity Security Llc,"Aureliano Tan, Jr.",2000-02-03,2013-06-14,2016-11-29,2016-11-29,https://patents.google.com/patent/US9507948B2/en,https://patentimages.storage.googleapis.com/07/60/fb/7a96ecf23df52c/US09507948-20161129-D00000.png
CN-107181765-A,Network digital identity identifying method based on block chain technology ,光载无限（北京）科技有限公司,焦继佩,2017-07-25,2017-07-25,2017-09-19,,https://patents.google.com/patent/CN107181765A/en,
US-9659295-B2,Personal digital identity device with near field and non near field radios for access control ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2016-08-26,2017-05-23,2017-05-23,https://patents.google.com/patent/US9659295B2/en,https://patentimages.storage.googleapis.com/77/58/13/4afb69d686fbf8/US09659295-20170523-D00000.png
US-9576281-B2,Configurable personal digital identity card with motion sensor responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2016-08-16,2017-02-21,2017-02-21,https://patents.google.com/patent/US9576281B2/en,https://patentimages.storage.googleapis.com/b6/b1/aa/7728bbdc9506d8/US09576281-20170221-D00000.png
US-2009248623-A1,Accessing digital identity related reputation data ,"The Go Daddy Group, Inc.","Warren Adelman, Michael Chadwick",2007-05-09,2009-06-10,2009-10-01,,https://patents.google.com/patent/US20090248623A1/en,https://patentimages.storage.googleapis.com/US20090248623A1/US20090248623A1-20091001-D00000.png
JP-2008282388-A,Method and device for managing digital identity through single interface ,"Symantec Corp, シマンテック  コーポレイションＳｙｍａｎｔｅｃ  Ｃｏｒｐｏｒａｔｉｏｎ","Brian Hernacki, Sourabh Satish, サティッシュ ソウラブ, ハーネキー ブライアン",2007-04-10,2008-03-10,2008-11-20,,https://patents.google.com/patent/JP2008282388A/en,https://patentimages.storage.googleapis.com/c9/c8/75/c8ef3ea2b30be6/2008282388-3.png
US-2007208940-A1,Digital identity related reputation tracking and publishing ,"The Go Daddy Group, Inc.","Warren Adelman, Michael Chadwick",2004-10-29,2007-05-09,2007-09-06,,https://patents.google.com/patent/US20070208940A1/en,https://patentimages.storage.googleapis.com/a2/ab/40/16e8f9f88d1371/US20070208940A1-20070906-D00000.png
US-7325143-B2,Digital identity creation and coalescence for service authorization ,Linux Foundation,Gregory H. Wettstein,2001-10-15,2002-10-15,2008-01-29,2008-01-29,https://patents.google.com/patent/US7325143B2/en,https://patentimages.storage.googleapis.com/US7325143B2/US07325143-20080129-D00000.png
US-9852285-B2,Digital identity ,Yoti Holding Limited,"Eleanor Simone Frederika LOUGHLIN-MCHUGH, Roman Edward SZCZESNIAK",2015-02-13,2015-02-13,2017-12-26,2017-12-26,https://patents.google.com/patent/US9852285B2/en,https://patentimages.storage.googleapis.com/b9/78/d1/d67d296e6ff6da/US09852285-20171226-D00000.png
US-2016360403-A1,"Procedure for generating a digital identity of a user of a mobile device, digital identity of the user, and authentication procedure using said digital identity of the user ","Ebid,Products & Solutions, S.L.","Masías JORDI, Tarrés XAVIER, Olivet ROGER",2015-01-05,2015-01-05,2016-12-08,,https://patents.google.com/patent/US20160360403A1/en,https://patentimages.storage.googleapis.com/c8/b6/18/fd06583561d700/US20160360403A1-20161208-D00000.png
US-10521623-B2,Digital identity system ,Yoti Holding Limited,"Francisco Angel Garcia RODRIGUEZ, Piers Powlesland, Paolo Greci, Laurence Withers, Eleanor Simone Frederika LOUGHLIN-MCHUGH, Roman Edward SZCZESNIAK, Quirino Zagarese",2015-02-13,2017-12-07,2019-12-31,2019-12-31,https://patents.google.com/patent/US10521623B2/en,https://patentimages.storage.googleapis.com/ec/93/f8/426512636acec0/US10521623-20191231-D00000.png
US-9207650-B2,Configurable personal digital identity device responsive to user interaction with user authentication factor captured in mobile device ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2015-12-08,2015-12-08,https://patents.google.com/patent/US9207650B2/en,https://patentimages.storage.googleapis.com/b7/10/8f/4fde783fda938c/US09207650-20151208-D00000.png
EP-2474936-A1,"Product identity digital identification apparatus, inspection apparatus, product and anti-counterfeiting inspection method ","Shenzhen Joinl Technology Co., Ltd",Kaisheng Li,2009-03-04,2010-02-10,2012-07-11,,https://patents.google.com/patent/EP2474936A1/en,https://patentimages.storage.googleapis.com/1c/7e/44/7211cade59b422/imgf0001.png
US-2004054913-A1,"System and method for attaching un-forgeable biometric data to digital identity tokens and certificates, and validating the attached biometric data while validating digital identity tokens and certificates ",West Mark Brian,Mark West,2002-02-28,2002-02-28,2004-03-18,,https://patents.google.com/patent/US20040054913A1/en,https://patentimages.storage.googleapis.com/47/a3/4a/c567c87f1ccf8d/US20040054913A1-20040318-D00000.png
CN-108234515-A,A kind of Self-certified digital identity management system and its method based on intelligent contract ,中国科学院合肥物质科学研究院,"赵赫, 周桐, 李芳�, 李晓风, 谭海波, 张中贤, 王卫东, 吕波",2018-01-25,2018-01-25,2018-06-29,,https://patents.google.com/patent/CN108234515A/en,
US-10325084-B1,Systems and methods for creating a secure digital identity ,block.one,"Daniel J. Larimer, Richard B. Whitner, Thomas C. Hallgren, Todd B. Fleming",2018-12-11,2018-12-11,2019-06-18,2019-06-18,https://patents.google.com/patent/US10325084B1/en,https://patentimages.storage.googleapis.com/90/ea/5e/19e2d0f4ded2cc/US10325084-20190618-D00000.png
CN-107579998-A,"Personal data center and digital identification authentication method based on block chain, digital identity and intelligent contract ",光载无限（北京）科技有限公司,朱佩江,2017-10-17,2017-10-17,2018-01-12,,https://patents.google.com/patent/CN107579998A/en,
CN-109936569-A,A kind of decentralization digital identity login management system based on ether mill block chain ,领信智链(北京)科技有限公司,"李骁宇, 姚泽乾",2019-02-21,2019-02-21,2019-06-25,,https://patents.google.com/patent/CN109936569A/en,
KR-101565828-B1,Apparatus and method for sharing of user control enhanced digital identity ,한국전자통신연구원,"조상래, 조영섭, 노종혁, 최대선, 김수형, 김승현, 진승헌",2007-12-21,2008-12-19,2015-11-05,2015-11-05,https://patents.google.com/patent/KR101565828B1/en,https://patentimages.storage.googleapis.com/0d/55/77/1eed78bb039bde/112008087612534-pat00001.png
CN-103560889-A,Precision identity authentication method between X509 digital certificate and certificate application ,江苏先安科技有限公司,"王杰勋, 李业兵, 庄昱垚",2013-11-05,2013-11-05,2014-02-05,,https://patents.google.com/patent/CN103560889A/en,
CN-106709734-A,Multiple-two-dimensional code tracing method based on digital identity and system thereof ,毛巨林,毛巨林,2016-12-21,2016-12-21,2017-05-24,,https://patents.google.com/patent/CN106709734A/en,
US-2020076795-A1,Systems and methods for providing digital identity records to verify identities of users ,Mastercard International Incorporated,Ashfaq Kamal,2017-03-31,2019-11-08,2020-03-05,,https://patents.google.com/patent/US20200076795A1/en,https://patentimages.storage.googleapis.com/ac/72/d3/6ae6a21fe2af94/US20200076795A1-20200305-D00000.png
US-2010250618-A1,"Methods and systems for building, managing and sharing a digital identity of a user over a social network ",Jean Dobey Ourega,Jean Dobey Ourega,2009-03-26,2009-03-26,2010-09-30,,https://patents.google.com/patent/US20100250618A1/en,https://patentimages.storage.googleapis.com/US20100250618A1/US20100250618A1-20100930-D00000.png
DE-102008042262-A1,"Method for storing data for managing digital identity of user, involves writing data from provider computer system to token via connection to store data in token, and providing connections with connection-oriented protocol ",Bundesdruckerei Gmbh,"Frank Dietrich, Jörg Fischer, Manfred Dr. Paeschke",2008-09-22,2008-09-22,2010-04-08,,https://patents.google.com/patent/DE102008042262A1/en,
US-2009217362-A1,Selectively provisioning clients with digital identity representations ,Microsoft Corporation,"Arun K. Nanda, Hervey Wilson, Dan Guberman, Vijay K. Gajjala, Raman Chikkamagalur, Oren Melzer",2007-01-18,2009-04-29,2009-08-27,,https://patents.google.com/patent/US20090217362A1/en,https://patentimages.storage.googleapis.com/US20090217362A1/US20090217362A1-20090827-D00000.png
US-2019097812-A1,Architecture and Methods for Self-Sovereign Digital identity ,Kalman Csaba Toth,Kalman Csaba Toth,2013-10-01,2018-11-12,2019-03-28,,https://patents.google.com/patent/US20190097812A1/en,https://patentimages.storage.googleapis.com/d1/02/e1/4c6f45bccf4c53/US20190097812A1-20190328-D00000.png
US-10581614-B2,Deterministic verification of digital identity documents ,International Business Machines Corporation,"William F. Abt, JR., Robert W. HARRIS, JR., Asher C. Johnson",2016-07-25,2018-10-25,2020-03-03,2020-03-03,https://patents.google.com/patent/US10581614B2/en,https://patentimages.storage.googleapis.com/b4/d0/79/c4054f2bd72592/US10581614-20200303-D00000.png
US-2018316665-A1,Systems and Methods to Authenticate Users and/or Control Access Made by Users based on Enhanced Digital Identity Verification ,"Idm Global, Inc.","Jose Caldera, Kieran Gerard Sherlock",2017-04-27,2018-04-26,2018-11-01,,https://patents.google.com/patent/US20180316665A1/en,https://patentimages.storage.googleapis.com/cc/be/fb/475b636a9d4451/US20180316665A1-20181101-D00000.png
US-2014281566-A1,Personal digital identity device with motion sensor ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140281566A1/en,https://patentimages.storage.googleapis.com/85/96/aa/fe958e80444c7b/US20140281566A1-20140918-D00000.png
US-2003046575-A1,Digital identity information cards ,International Business Machines Corporation,"Kulvir Bhogal, Nizamudeen Ishmael, Javid Jameossanaie",2001-08-30,2001-08-30,2003-03-06,,https://patents.google.com/patent/US20030046575A1/en,https://patentimages.storage.googleapis.com/9d/0e/89/f9295c3f0ca436/US20030046575A1-20030306-D00000.png
EP-3455765-A1,"Method of remotely identifying a physical person in asynchronous mode, aimed at the release of an advanced electronic signature, qualified electronic signature or digital identity ",INFOCERT S.p.A.,"Marco DI LUZIO, Alfredo ESPOSITO, Nicole MAZZONI, Igor MARCOLONGO",2016-05-13,2017-04-11,2019-03-20,,https://patents.google.com/patent/EP3455765A1/en,
EP-1752902-A1,Digital identity authentication server ,Initialesonline,Samir Koleilat,2005-08-12,2006-08-11,2007-02-14,,https://patents.google.com/patent/EP1752902A1/en,https://patentimages.storage.googleapis.com/8f/5c/25/7230a44fde2975/imgf0001.png
US-10084606-B2,Construction of digital identity documents in a manner that allows the user to select which attributes are to be revealed ,International Business Machines Corporation,"William F. Abt, JR., Daniel A. Gisolfi, Asher C. Johnson, Aaron K. Reed",2016-04-15,2016-04-15,2018-09-25,2018-09-25,https://patents.google.com/patent/US10084606B2/en,https://patentimages.storage.googleapis.com/ad/ea/79/5ea362abc16d7a/US10084606-20180925-D00000.png
US-2018254907-A1,Self-authenticating digital identity ,"Bbva Compass Bancshares, Inc.",Louis Gasparini,2017-03-01,2018-02-28,2018-09-06,,https://patents.google.com/patent/US20180254907A1/en,https://patentimages.storage.googleapis.com/01/7c/b4/ac04127d4c14c0/US20180254907A1-20180906-D00000.png
CN-108282339-A,A kind of digital identity method for retrieving based on intelligent contract and from social media ,中国科学院合肥物质科学研究院,"赵赫, 周桐, 李芳�, 李晓风, 谭海波, 张中贤, 王卫东, 吕波",2018-01-25,2018-01-25,2018-07-13,,https://patents.google.com/patent/CN108282339A/en,
CN-101727644-A,Method and system thereof for accurately positioning network advertisement by commodity digital identity recognition ,兆信(中国)网络科技有限公司,"龙刚, 张韧",2009-12-28,2009-12-28,2010-06-09,,https://patents.google.com/patent/CN101727644A/en,
KR-20060063646-A,User-centric method of aggregating information source to reinforce digital identity ,마이크로소프트 코포레이션,"스티븐 리안 건, 파올로 브이. 말라브요, 제임스 데이비드 매컬리, 미첼 보트닉, 패트릭 더블유 2세 오'켈리, 제리 에이. 존슨, 링 토니 첸, 조한 피터 한센, 스코트 헨슨",2004-12-07,2005-10-18,2006-06-12,,https://patents.google.com/patent/KR20060063646A/en,https://patentimages.storage.googleapis.com/1e/a6/f7/75e20cd63f70b2/112005058754828-PAT00002.png
CN-107888382-A,"A kind of methods, devices and systems of the digital identity checking based on block chain ",中钞信用卡产业发展有限公司杭州区块链技术研究院,"张波波, 张锋, 张一锋",2017-11-24,2017-11-24,2018-04-06,,https://patents.google.com/patent/CN107888382A/en,
CN-103593631-A,Mobile network digital identity recognition system utilizing NFC (near field communication) technology ,北京兆信信息技术股份有限公司,程远,2013-10-09,2013-10-09,2014-02-19,,https://patents.google.com/patent/CN103593631A/en,
US-9734319-B2,Configurable personal digital identity device with authentication using image received over radio link ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2015-06-17,2017-08-15,2017-08-15,https://patents.google.com/patent/US9734319B2/en,https://patentimages.storage.googleapis.com/d5/5f/b5/51cc104453ce99/US09734319-20170815-D00000.png
US-9143938-B2,Personal digital identity device responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2015-09-22,2015-09-22,https://patents.google.com/patent/US9143938B2/en,https://patentimages.storage.googleapis.com/ce/69/2d/fecca943b91267/US09143938-20150922-D00000.png
US-2018034646-A1,Method and apparatus for seamless remote renewal of offline generated digital identity certificates to field deployed hardware security modules ,Arris Enterprises Llc,"Annie C. Kuramoto, Ting Yao, Jason A. Pasion, Jinsong Zheng, Fan Wang, Oscar Jiang, Xin Qiu",2016-07-27,2017-07-27,2018-02-01,,https://patents.google.com/patent/US20180034646A1/en,https://patentimages.storage.googleapis.com/db/31/e4/9ddca420cc9f04/US20180034646A1-20180201-D00000.png
CN-104862387-A,Method for establishing cotton variety fingerprint and digital identity card ,新疆农垦科学院,"叶春秀, 李有忠, 庄振刚, 王志军, 董永梅",2015-04-14,2015-04-14,2015-08-26,,https://patents.google.com/patent/CN104862387A/en,
CN-103312675-B,A kind of digital identity method of servicing and system thereof of Attribute Oriented protection ,中国科学院软件研究所,"朱玉涛, 张立武, 武传坤",2012-03-13,2012-03-13,2016-05-18,2016-05-18,https://patents.google.com/patent/CN103312675B/en,
CN-108280878-A,The multi-modal digital identity construction device of matter input block chain and method ,"谭佳佳, 高博扬, 鲁晓波","谭佳佳, 高博扬, 鲁晓波",2018-04-12,2018-04-12,2018-07-13,,https://patents.google.com/patent/CN108280878A/en,
US-2014266603-A1,Personal digital identity device with imager responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140266603A1/en,https://patentimages.storage.googleapis.com/5a/df/72/3f1a6ff59b675f/US20140266603A1-20140918-D00000.png
CN-104009849-A,Generation and verification method for visual digital identity of article ,"苏盛辉, 郑建华, 吕述望","苏盛辉, 郑建华, 吕述望",2014-06-10,2014-06-10,2014-08-27,,https://patents.google.com/patent/CN104009849A/en,
EP-3117359-A1,"Id provider computer system, id token, and method for confirming a digital identity ",Bundesdruckerei GmbH,"Ivonne SCHERFENBERG, Martin Schröder",2014-03-14,2015-02-24,2017-01-18,,https://patents.google.com/patent/EP3117359A1/en,
US-2014270174-A1,Personal digital identity device responsive to user interaction with user authentication factor captured in mobile device ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140270174A1/en,https://patentimages.storage.googleapis.com/b6/99/e1/4d38e09f63135e/US20140270174A1-20140918-D00000.png
WO-2019196834-A1,Blockchain platform-based autonomous and supervisable digital identity authentication system ,深圳技术大学,"赵建, 张翌维, 相韶华",2018-04-11,2019-04-09,2019-10-17,,https://patents.google.com/patent/WO2019196834A1/en,
CN-101584148-B,Provisioning of digital identity representations ,微软公司,"V·K·盖奇加拉, C·H·布雷斯, D·T·德尔康特, K·卡梅隆, A·K·纳恩达, H·O·威尔逊, S·L·S·夸恩, R·拉贾, V·诺瑞",2007-01-18,2008-01-04,2014-08-20,2014-08-20,https://patents.google.com/patent/CN101584148B/en,
US-2014270175-A1,Personal digital identity device with imager ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140270175A1/en,https://patentimages.storage.googleapis.com/24/78/cf/e07d43109af1c7/US20140270175A1-20140918-D00000.png
US-2014266602-A1,Configurable personal digital identity device with fingerprint sensor responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140266602A1/en,https://patentimages.storage.googleapis.com/a5/79/b1/1a155f7b5e847c/US20140266602A1-20140918-D00000.png
CN-101945114-B,Identity authentication method based on fuzzy vault and digital certificate ,"西安电子科技大学, 武汉理工大学","裴庆祺, 李芬, 刘泉, 庞辽军, 江雪梅, 谢敏, 刘阳, 李红宁, 齐跃",2010-09-20,2010-09-20,2013-06-12,2013-06-12,https://patents.google.com/patent/CN101945114B/en,
EP-3297242-A1,Digital identity ,Deutsche Telekom AG,"Mohamad SBEITI, Tobias Wernado",2016-09-20,2016-09-20,2018-03-21,,https://patents.google.com/patent/EP3297242A1/en,https://patentimages.storage.googleapis.com/bf/d4/1c/2f104eb06caa20/imgf0001.png
US-2019121813-A1,System and Method of Sovereign Digital Identity Search and Bidirectional Matching ,Social Patent LLC,"Timothy S. Galebach, Jared Bowie, Michael Chin, Stephen H. Galebach",2017-10-20,2018-10-19,2019-04-25,,https://patents.google.com/patent/US20190121813A1/en,https://patentimages.storage.googleapis.com/65/9b/44/2230708ee2b78e/US20190121813A1-20190425-D00000.png
EP-3272061-A1,Digital identity and authorization for machines with replaceable parts ,"Microsoft Technology Licensing, LLC",Clemens Friedrich Vasters,2015-03-20,2016-03-18,2018-01-24,,https://patents.google.com/patent/EP3272061A1/en,
US-2014266606-A1,Configurable personal digital identity device with microphone responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140266606A1/en,https://patentimages.storage.googleapis.com/a1/a0/87/89bf4fc2512827/US20140266606A1-20140918-D00000.png
US-2019149328-A1,System for digital identity authentication and methods of use ,Alexander J.M. VAN DER VELDEN,Alexander J.M. VAN DER VELDEN,2017-11-15,2018-11-14,2019-05-16,,https://patents.google.com/patent/US20190149328A1/en,https://patentimages.storage.googleapis.com/63/fe/1b/23601742a5315a/US20190149328A1-20190516-D00000.png
