search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:20231231&after=priority:20200101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-112866242-B,"Block chain-based digital identity authentication method, equipment and storage medium ",迅鳐成都科技有限公司,"李弋凡, 阮亚芬",2021-01-15,2021-01-15,2023-03-14,2023-03-14,https://patents.google.com/patent/CN112866242B/en,https://patentimages.storage.googleapis.com/3c/48/5d/ad2e04a63032b1/HDA0002901202390000011.png
CN-114186248-A,Zero-knowledge proof verifiable certificate digital identity management system and method based on block chain intelligent contracts ,"云南财经大学, 云南省科学技术院","宋智明, 余益民, 陈韬伟, 王贵文, 高建, 冯艳, 王志平, 兰琨, 王雪阳, 徐敏",2021-11-13,2021-11-13,2022-03-15,,https://patents.google.com/patent/CN114186248A/en,https://patentimages.storage.googleapis.com/0d/73/75/cef553ce8da4e0/HDA0003353084330000011.png
CN-113922962-A,Method and device for selectively disclosing digital identity attribute ,杭州溪塔科技有限公司,"王晓亮, 张亚宁",2021-09-10,2021-09-10,2022-01-11,,https://patents.google.com/patent/CN113922962A/en,https://patentimages.storage.googleapis.com/cf/53/2c/33c59ab64073f8/HDA0003256907430000011.png
WO-2022242572-A1,Personal digital identity management system and method ,时昕昱,时昕昱,2021-05-17,2022-05-13,2022-11-24,,https://patents.google.com/patent/WO2022242572A1/en,https://patentimages.storage.googleapis.com/0d/f4/0b/33494bd95076fe/PCTCN2022092777-appb-300001.png
CN-113901424-A,Method and device for selectively disclosing digital identity attribute ,苏州长通互联科技有限公司,"王晓亮, 马宇峰",2021-09-10,2021-09-10,2022-01-07,,https://patents.google.com/patent/CN113901424A/en,https://patentimages.storage.googleapis.com/2a/06/94/34761c984d28e6/HDA0003257463610000011.png
CN-114726546-A,"Digital identity authentication method, device, equipment and storage medium ",北京信安世纪科技股份有限公司,郑军,2022-05-11,2022-05-11,2022-07-08,,https://patents.google.com/patent/CN114726546A/en,https://patentimages.storage.googleapis.com/b3/5e/1f/27817157815ea4/220511103124.png
CN-114168915-A,Block chain digital identity generation and verification method ,杨宁波,杨宁波,2021-12-14,2021-12-14,2022-03-11,,https://patents.google.com/patent/CN114168915A/en,https://patentimages.storage.googleapis.com/88/14/fe/fe434f18c1c4d2/HDA0003410727930000011.png
CN-114579943-A,Employee digital identity management system and method based on block chain ,云南红岭云科技股份有限公司,"陈利球, 陈根升, 牛宪伟, 王体方, 许政伟",2022-03-15,2022-03-15,2022-06-03,,https://patents.google.com/patent/CN114579943A/en,https://patentimages.storage.googleapis.com/70/65/cb/19d6876f7392a8/RE-HDA0003595882690000011.png
CN-112950220-A,Enterprise digital identity management system and method based on block chain ,湖南大学,"兰秋军, 贾时雨, 马超群, 周中定, 李信儒, 万丽",2021-03-10,2021-03-10,2021-06-11,,https://patents.google.com/patent/CN112950220A/en,https://patentimages.storage.googleapis.com/d8/66/77/baf33c84d2a938/HDA0002968880830000011.png
CN-113271311-B,Digital identity management method and system in cross-link network ,中国人民银行数字货币研究所,"何孟炜, 狄刚, 高阳, 钱友才",2021-05-28,2021-05-28,2022-11-15,2022-11-15,https://patents.google.com/patent/CN113271311B/en,https://patentimages.storage.googleapis.com/53/90/e9/a2a8c9b14861e7/HDA0003090773310000011.png
CN-111935075-A,"Block chain-based digital identity signing and issuing method, equipment and medium ",浪潮云信息技术股份公司,"史晨冲, 肖雪, 王伟兵, 李照川, 董晨晨",2020-06-23,2020-06-23,2020-11-13,,https://patents.google.com/patent/CN111935075A/en,https://patentimages.storage.googleapis.com/64/a7/54/fdf9ea49b52811/HDA0002553061420000011.png
CN-113312597-A,"Digital identity verification method, device, system, equipment and storage medium ",北京微芯感知科技有限公司,庞新宇,2021-07-29,2021-07-29,2021-08-27,,https://patents.google.com/patent/CN113312597A/en,https://patentimages.storage.googleapis.com/85/5c/ae/9c5f0245f8836c/210728163628.png
CN-113704734-A,Distributed digital identity-based method for realizing certificate verification and related device ,杭州溪塔科技有限公司,"王晓亮, 马宇峰",2021-07-14,2021-07-14,2021-11-26,,https://patents.google.com/patent/CN113704734A/en,https://patentimages.storage.googleapis.com/aa/43/da/bcb7b00ae66f82/HDA0003163314060000011.png
US-2022414087-A1,Method and system for generating digital identity information on blockchain ,Vesto LLC,"Christopher Mcgregor, Travs M. McGregor, Wolfgang Decker, Carsten Bartsch",2021-06-23,2021-06-23,2022-12-29,,https://patents.google.com/patent/US20220414087A1/en,https://patentimages.storage.googleapis.com/5d/08/7f/60ce82c83ddf57/US20220414087A1-20221229-D00000.png
CN-112883401-A,Method for making digital identity certification for 3D printed product based on block chain technology ,齐鲁工业大学,"杨耀东, 王亚菁, 饶伟锋",2021-03-12,2021-03-12,2021-06-01,,https://patents.google.com/patent/CN112883401A/en,https://patentimages.storage.googleapis.com/e9/46/6e/6cf8912f8a9d47/HDA0002972681930000011.png
CN-112634037-A,Electronic license management system based on block chain digital identity and non-homogeneous certificate ,无锡井通网络科技有限公司,"王晓涛, 黄晏清",2020-12-22,2020-12-22,2021-04-09,,https://patents.google.com/patent/CN112634037A/en,https://patentimages.storage.googleapis.com/6d/8f/3c/db89f45154e1d1/HDA0002850917540000011.png
CN-112115442-B,Electric power terminal digital identity management method and system ,"北京智芯微电子科技有限公司, 国网信息通信产业集团有限公司","唐晓柯, 王于波, 唐小飞, 甘杰, 赵旭, 崔炳荣, 胡毅",2020-11-18,2020-11-18,2021-02-02,2021-02-02,https://patents.google.com/patent/CN112115442B/en,https://patentimages.storage.googleapis.com/c2/d1/00/0cec56fab29c47/201118092648.png
CN-112257046-A,"Method, system and equipment for realizing trusted digital identity decryption and signature verification by using software library ",新大陆（福建）公共服务有限公司,"林龙, 林海堤, 陈文印",2020-11-06,2020-11-06,2021-01-22,,https://patents.google.com/patent/CN112257046A/en,https://patentimages.storage.googleapis.com/ac/f7/6f/db43e8c820c3d3/HDA0002764478930000011.png
CN-115460017-B,Block chain-based digital identity authority verification system ,中航信移动科技有限公司,"唐红武, 曲新奎, 薄满辉, 佟业新, 伍彬",2022-10-27,2022-10-27,2023-01-31,2023-01-31,https://patents.google.com/patent/CN115460017B/en,https://patentimages.storage.googleapis.com/7a/c2/c0/854b3252628065/221017102652.png
CN-111666545-A,Block chain-based digital identity information retrieving system and method ,光载互联(杭州)科技有限公司,"李骁宇, 张先国, 苑海鑫",2020-07-23,2020-07-23,2020-09-15,,https://patents.google.com/patent/CN111666545A/en,https://patentimages.storage.googleapis.com/95/68/5b/b751096969ad7c/200605121642.png
CN-115632837-A,Privacy data sharing method and system based on decentralized digital identity ,上海和数软件有限公司,唐毅,2022-10-09,2022-10-09,2023-01-20,,https://patents.google.com/patent/CN115632837A/en,https://patentimages.storage.googleapis.com/16/8f/5d/1491eed8bef0f0/HDA0003880367380000011.png
CN-111478776-A,Trusted hybrid cloud system with digital identity and construction method thereof ,南京云链智运科技有限公司,"杨昕吉, 季虎",2020-06-23,2020-06-23,2020-07-31,,https://patents.google.com/patent/CN111478776A/en,https://patentimages.storage.googleapis.com/82/bd/61/43ba1c8b9e7e64/200609163953.png
US-2023216693-A1,Method and apparatus of digital identity claims verification using nfc-enabled and hce-enabled smart devices ,Elm Company,"Shyam Pratap SINGH, Arshad Ali KHAN, Riad Souissi",2021-12-30,2022-08-15,2023-07-06,,https://patents.google.com/patent/US20230216693A1/en,https://patentimages.storage.googleapis.com/79/80/ab/de6a1cc96da5b6/US20230216693A1-20230706-D00000.png
US-11507943-B1,Digital wallet for digital identities and interactions with a digital identity services platform ,"Anonyome Labs, Inc.","Paul Ashley, Steven Harvey McCown, Simon Gee, John David Mumford, Greg Clark",2020-02-21,2020-03-17,2022-11-22,2022-11-22,https://patents.google.com/patent/US11507943B1/en,https://patentimages.storage.googleapis.com/26/b9/04/738364149620fe/US11507943-20221122-D00000.png
CN-115134091-A,Management method of distributed digital identity identifier ,北京微芯感知科技有限公司,薛永庆,2022-07-14,2022-07-14,2022-09-30,,https://patents.google.com/patent/CN115134091A/en,https://patentimages.storage.googleapis.com/87/8d/54/14f1bac23a0055/HDA0003746869800000011.png
CN-114444125-A,Digital identity management method and device ,浪潮云信息技术股份公司,"李翔, 王伟兵, 宋明明, 杨海勇, 孟奇, 马秀丽",2022-02-11,2022-02-11,2022-05-06,,https://patents.google.com/patent/CN114444125A/en,https://patentimages.storage.googleapis.com/d5/50/04/401ca238cc3fa7/HDA0003501376920000011.png
CN-113779534-A,Personal information providing method and service platform based on digital identity ,广州大白互联网科技有限公司,"续磊, 张楠, 黄良夫",2021-09-02,2021-09-02,2021-12-10,,https://patents.google.com/patent/CN113779534A/en,https://patentimages.storage.googleapis.com/62/8c/2b/ecfbe354602169/HDA0003243702750000011.png
CN-112926969-A,Payment method and device based on trusted digital identity two-dimensional code ,新大陆（福建）公共服务有限公司,"林言国, 于川",2021-02-07,2021-02-07,2021-06-08,,https://patents.google.com/patent/CN112926969A/en,https://patentimages.storage.googleapis.com/4a/86/2f/21907f6e675964/HDA0002938199270000011.png
CN-112769854-A,Security protocol authentication method and system supporting multiple kinds of digital identity information ,"北京信安世纪科技股份有限公司, 武汉信安珞珈科技有限公司","郑军, 朱东明, 胡进",2021-01-21,2021-01-21,2021-05-07,,https://patents.google.com/patent/CN112769854A/en,https://patentimages.storage.googleapis.com/6e/45/dd/7cf7c64bd8afee/HDA0002909331670000011.png
CN-111901336-A,Block chain-based digital identity authentication method ,安徽高山科技有限公司,"杨宁波, 杨智",2020-07-28,2020-07-28,2020-11-06,,https://patents.google.com/patent/CN111901336A/en,https://patentimages.storage.googleapis.com/af/54/da/aa18b26957f88e/HDA0002604478090000011.png
CN-213754557-U,Credible digital identity offline verification device ,新大陆（福建）公共服务有限公司,"林龙, 林海堤, 谢承运",2020-11-06,2020-11-06,2021-07-20,2021-07-20,https://patents.google.com/patent/CN213754557U/en,https://patentimages.storage.googleapis.com/24/72/e2/ef1c74395a5f2b/HDA0002764744390000011.png
CN-115277002-A,"Digital identity management method, block chain node and system ",蚂蚁区块链科技(上海)有限公司,张如意,2022-06-24,2022-06-24,2022-11-01,,https://patents.google.com/patent/CN115277002A/en,https://patentimages.storage.googleapis.com/49/df/87/ac238cc63fbe86/HDA0003711995780000011.png
CN-113343204-A,Digital identity management system and method based on block chain ,北京微芯感知科技有限公司,李鸿瑞,2021-08-06,2021-08-06,2021-09-03,,https://patents.google.com/patent/CN113343204A/en,https://patentimages.storage.googleapis.com/6e/51/ba/8a225820076398/210806145922.png
CN-114238897-A,Internet of things data acquisition system and method based on distributed digital identity ,四川启睿克科技有限公司,"李春林, 翟栋, 唐博",2021-12-27,2021-12-27,2022-03-25,,https://patents.google.com/patent/CN114238897A/en,https://patentimages.storage.googleapis.com/a3/47/29/879f2e1804d87f/HDA0003435614890000011.png
CN-112100589-A,KYC digital identity management system ,"北京通付盾人工智能技术有限公司, 江苏通付盾科技有限公司","朱旭光, 汪德嘉, 明星",2020-09-15,2020-09-15,2020-12-18,,https://patents.google.com/patent/CN112100589A/en,https://patentimages.storage.googleapis.com/a5/df/11/55a9207eaeb111/HDA0002681863950000011.png
CN-115174091-A,Homomorphic encryption privacy protection method for distributed digital identity ,北京理工大学,"盖珂珂, 漆静, 谢天庥, 祝烈煌",2022-05-29,2022-05-29,2022-10-11,,https://patents.google.com/patent/CN115174091A/en,https://patentimages.storage.googleapis.com/86/22/eb/1d44b65a405fd1/HDA0003667866010000011.png
CN-114254284-A,Digital certificate generation and identity authentication method and quantum CA authentication center and system ,"南京大学, 矩阵时光数字科技有限公司","陈增兵, 富尧, 杨鸽",2022-02-28,2022-02-28,2022-03-29,,https://patents.google.com/patent/CN114254284A/en,https://patentimages.storage.googleapis.com/61/e4/98/b1b451139ec5ab/220223184533.png
CN-113472544-B,"Digital identity verification method and device, computer equipment and storage medium ",北京微芯感知科技有限公司,不公告发明人,2021-08-31,2021-08-31,2021-12-14,2021-12-14,https://patents.google.com/patent/CN113472544B/en,https://patentimages.storage.googleapis.com/31/b8/ad/cdaa696b190bfb/210827185712.png
CN-110958276-A,Trusted acquisition and logging method and device based on digital identity of intelligent Internet of things equipment ,常州唯实智能物联创新中心有限公司,"赵祯龙, 胡凯, 刘康, 张磊",2020-02-24,2020-02-24,2020-04-03,,https://patents.google.com/patent/CN110958276A/en,https://patentimages.storage.googleapis.com/61/a5/5f/821cb7fc2abc9b/200120142920.png
CN-113935019-A,Method and equipment for accessing and establishing client digital identity by client ,山东爱城市网信息技术有限公司,"孙长杰, 李照川, 王伟兵, 申传旺, 肖守明",2020-07-14,2020-07-14,2022-01-14,,https://patents.google.com/patent/CN113935019A/en,https://patentimages.storage.googleapis.com/f5/b6/58/07cafb1cbd7bbe/HDA0002583533250000011.png
CN-111899033-A,Object digital identity construction system and method based on block chain and hyperspectrum ,西安交通大学,"杨树明, 袁野, 王腾, 李述胜, 胡鹏宇",2020-07-09,2020-07-09,2020-11-06,,https://patents.google.com/patent/CN111899033A/en,https://patentimages.storage.googleapis.com/32/a2/28/5aff3c3c52a5e7/HDA0002577607750000011.png
CN-112383400-A,Method and equipment for transmitting and verifying credible digital identity by using sound wave ,新大陆（福建）公共服务有限公司,"林龙, 谢承运, 林海堤",2020-11-06,2020-11-06,2021-02-19,,https://patents.google.com/patent/CN112383400A/en,https://patentimages.storage.googleapis.com/c3/db/9f/e39ac22461a558/HDA0002764751040000011.png
CN-114389903-A,Digital identity information encryption and authentication method ,深圳百胜扬工业电子商务平台发展有限公司,王瑾萱,2022-03-24,2022-03-24,2022-04-22,,https://patents.google.com/patent/CN114389903A/en,https://patentimages.storage.googleapis.com/d0/2e/2b/d86e9de9278562/220323161655.png
CN-214376529-U,Credible digital identity verification terminal combining camera code scanning and face verification ,新大陆（福建）公共服务有限公司,"李源, 林海堤",2021-02-07,2021-02-07,2021-10-08,2021-10-08,https://patents.google.com/patent/CN214376529U/en,https://patentimages.storage.googleapis.com/13/01/4e/505ad9df0de427/HDA0002938181890000011.png
CN-112861109-B,Digital identity code generated based on CTID platform and front-end system and interaction method ,新大陆（福建）公共服务有限公司,"林龙, 林言国, 林乐然",2021-02-07,2021-02-07,2022-03-25,2022-03-25,https://patents.google.com/patent/CN112861109B/en,https://patentimages.storage.googleapis.com/38/d1/c7/099b3c4d731533/HDA0002941894310000011.png
CN-113420277-A,Digital identity management and verification method based on intelligent contract ,北京微芯感知科技有限公司,不公告发明人,2021-08-24,2021-08-24,2021-09-21,,https://patents.google.com/patent/CN113420277A/en,https://patentimages.storage.googleapis.com/83/08/c7/3b7615f772c040/210824142540.png
CN-112866241-A,"Block chain-based digital identity updating method, equipment and storage medium ",迅鳐成都科技有限公司,"李弋凡, 阮亚芬",2021-01-15,2021-01-15,2021-05-28,,https://patents.google.com/patent/CN112866241A/en,https://patentimages.storage.googleapis.com/c8/b7/53/328027aa9bb814/HDA0002901201810000011.png
CN-113890753-A,"Digital identity management method, device, system, computer equipment and storage medium ",网易（杭州）网络有限公司,"邓泰生, 曹崇瑞, 顾费勇, 胡志敏, 李刚锐",2021-09-24,2021-09-24,2022-01-04,,https://patents.google.com/patent/CN113890753A/en,https://patentimages.storage.googleapis.com/70/8f/14/d4eca01de16341/HDA0003277660720000011.png
US-2022383373-A1,"Method, device, and system of digital identity authentication ",Forter Ltd,"Chen Amos Dolev, Guy Zucker, Iftah Gideoni",2021-05-27,2022-05-26,2022-12-01,,https://patents.google.com/patent/US20220383373A1/en,https://patentimages.storage.googleapis.com/d9/a3/c7/98f5dcaadd85d2/US20220383373A1-20221201-D00000.png
CN-113515756-A,High-reliability digital identity management method and system based on block chain ,中国雄安集团数字城市科技有限公司,"王臻, 赵龙军, 崔丹丹, 罗雨帆",2021-03-29,2021-03-29,2021-10-19,,https://patents.google.com/patent/CN113515756A/en,https://patentimages.storage.googleapis.com/8f/6b/2e/f945b8fb66b353/HDA0002996374700000011.png
US-2021374274-A1,Efficient deniable commitment of data and unlinkable proof of commitment for securing user privacy in a digital identity system ,NEC Laboratories Europe GmbH,Sebastien Andreina,2020-05-26,2020-05-26,2021-12-02,,https://patents.google.com/patent/US20210374274A1/en,https://patentimages.storage.googleapis.com/22/60/48/fdcae71d6e9394/US20210374274A1-20211202-D00000.png
CN-111246402-A,Method and device for modulating and demodulating ground-to-air wireless communication digital identity information ,四川大学,"杨波, 杨奕麟, 王晓辉",2020-01-06,2020-01-06,2020-06-05,,https://patents.google.com/patent/CN111246402A/en,https://patentimages.storage.googleapis.com/c8/60/2f/438b8851a33bca/HDA0002357164140000011.png
CN-111400772-A,Distributed digital identity system based on block chain ,厦门区块链云科技有限公司,"曾俊杰, 杨志文, 张志�, 吴凯云",2020-03-06,2020-03-06,2020-07-10,,https://patents.google.com/patent/CN111400772A/en,https://patentimages.storage.googleapis.com/34/df/95/c57f03d1b4d2c5/HDA0002403247190000011.png
CN-113486367-A,High-performance extensible autonomous dynamic digital identity management architecture for distributed ledger ,湖南大学,"兰秋军, 程林海, 马超群, 周中定, 李信儒, 万丽, 米先华",2021-06-09,2021-06-09,2021-10-08,,https://patents.google.com/patent/CN113486367A/en,https://patentimages.storage.googleapis.com/d0/da/28/1600c4b5160b6e/HDA0003107747450000011.png
CN-111682943-A,Distributed digital identity system based on block chain ,厦门区块链云科技有限公司,"曾俊杰, 杨志文, 张志�, 吴凯云",2020-05-20,2020-05-20,2020-09-18,,https://patents.google.com/patent/CN111682943A/en,https://patentimages.storage.googleapis.com/9d/17/bb/57bc9e853548b2/HDA0002499764950000011.png
WO-2022096126-A1,Subscription onboarding using a verified digital identity ,Lenovo (Singapore) Pte. Ltd.,"Sheeba Backia Mary BASKARAN, Apostolis Salkintzis, Andreas Kunz, Genadi Velev, Roozbeh Atarius, Ishan Vaishnavi, Emmanouil Pateromichelakis, Dimitrios Karampatsis",2020-11-06,2020-11-06,2022-05-12,,https://patents.google.com/patent/WO2022096126A1/en,
CN-111401432-A,"Method, device, equipment and storage medium for identifying digital image identity forgery ",华侨大学,"崔子栋, 范帅迪, 贺惠新",2020-03-12,2020-03-12,2020-07-10,,https://patents.google.com/patent/CN111401432A/en,https://patentimages.storage.googleapis.com/0a/57/f7/914a4eba93fcf5/HDA0002409612380000011.png
CN-115037465-A,Intelligent ship identity verification and false identity early warning system based on ship digital certificate ,武汉理工大学,"汪洋, 叶挺, 吴兵, 尹奇志",2022-06-14,2022-06-14,2022-09-09,,https://patents.google.com/patent/CN115037465A/en,https://patentimages.storage.googleapis.com/d3/ef/9e/f66d70ac5aec0a/HDA0003692442760000011.png
CN-112653557-A,"Digital identity processing method and device, electronic equipment and readable storage medium ","北京天融信网络安全技术有限公司, 北京天融信科技有限公司, 北京天融信软件有限公司","杨渝, 王炜, 江军, 陈世武",2020-12-25,2020-12-25,2021-04-13,,https://patents.google.com/patent/CN112653557A/en,https://patentimages.storage.googleapis.com/87/e0/52/2c9a4a1531857f/HDA0002860436250000011.png
EP-4142216-A1,Digital identity authentication system and method ,Visa International Service Association,Ranjiva Kant Prasad,2021-08-25,2022-08-18,2023-03-01,,https://patents.google.com/patent/EP4142216A1/en,https://patentimages.storage.googleapis.com/fb/26/b2/7bc20cb8e54db2/imgf0001.png
CN-115495790-A,Personal privacy data management method and system based on distributed digital identity ,上海和数软件有限公司,唐毅,2022-10-09,2022-10-09,2022-12-20,,https://patents.google.com/patent/CN115495790A/en,https://patentimages.storage.googleapis.com/9e/fb/bd/8365d19840e3fa/HDA0003880414990000011.png
CN-114095211-B,Trusted digital identity personnel verification method and system ,新大陆（福建）公共服务有限公司,"林龙, 宋云, 林治贤, 林乐然",2021-10-29,2021-10-29,2023-08-22,2023-08-22,https://patents.google.com/patent/CN114095211B/en,
CN-115208685-B,Digital identity management method for terminal equipment ,公安部交通管理科学研究所,"王军华, 蒋虎, 黄金, 许超, 金涛, 方万胜",2022-07-27,2022-07-27,2023-05-23,2023-05-23,https://patents.google.com/patent/CN115208685B/en,https://patentimages.storage.googleapis.com/d3/6f/59/f248df59b55aa2/220727133501.png
CN-214279031-U,86 code scanning box with trusted digital identity verification capability ,新大陆（福建）公共服务有限公司,"林海堤, 李源",2021-02-07,2021-02-07,2021-09-24,2021-09-24,https://patents.google.com/patent/CN214279031U/en,https://patentimages.storage.googleapis.com/7d/fb/fc/32530c57424977/HDA0002938181590000011.png
CN-115603916-A,"Distributed digital identity authentication method, system, computer storage medium and terminal ","杨炜祖（Cn）, 杨炜祖, 李从恺（Cn）, 李从恺","杨炜祖, 李从恺",2022-10-12,2022-10-12,2023-01-13,,https://patents.google.com/patent/CN115603916A/en,https://patentimages.storage.googleapis.com/71/ed/74/a7448e2b42f49f/HDA0003887143650000011.png
CN-112860795-B,Block chain-based digital identity authentication method and system ,新大陆（福建）公共服务有限公司,"林言国, 林乐然",2021-02-07,2021-02-07,2023-02-10,2023-02-10,https://patents.google.com/patent/CN112860795B/en,https://patentimages.storage.googleapis.com/1b/01/26/46e0f184d7e4f9/HDA0002938180560000011.png
CN-112866360-B,Block chain and distributed digital identity DID-based shared parking method and system ,上海泰砥科技有限公司,梁强,2021-01-06,2021-01-06,2022-09-30,2022-09-30,https://patents.google.com/patent/CN112866360B/en,https://patentimages.storage.googleapis.com/02/bc/bd/d6baea83d977dd/HDA0002885405030000011.png
CN-217467726-U,Credible digital identity detection access control machine convenient to discernment ,广州元沣智能科技有限公司,丘钰霞,2022-03-23,2022-03-23,2022-09-20,2022-09-20,https://patents.google.com/patent/CN217467726U/en,https://patentimages.storage.googleapis.com/a2/a7/5f/6bae06275b6f3f/HDA0003561318510000011.png
CN-115271524-A,Water network digital identity card system ,青海中水数易信息科技有限责任公司,黄睿军,2022-08-18,2022-08-18,2022-11-01,,https://patents.google.com/patent/CN115271524A/en,https://patentimages.storage.googleapis.com/7c/37/a2/64b3aa737547a3/HDA0003805166440000011.png
US-2022309132-A1,System Protection Using Verification of Software Digital Identity Values ,EMC IP Holding Company LLC,"Yevgeni Gehtman, Tomer Shachar, Maxim Balin",2021-03-24,2021-03-24,2022-09-29,,https://patents.google.com/patent/US20220309132A1/en,https://patentimages.storage.googleapis.com/87/bd/04/2fb430435225be/US20220309132A1-20220929-D00000.png
CN-115118439-B,Method and system for verifying terminal digital identity ,北京智芯微电子科技有限公司,"唐小飞, 崔炳荣, 李德建, 张喆, 朱学刚, 刁明响, 李恺鑫",2022-08-29,2022-08-29,2023-01-20,2023-01-20,https://patents.google.com/patent/CN115118439B/en,https://patentimages.storage.googleapis.com/d1/4c/68/b044ce02c87a05/220816094607.png
