search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:19991231&after=priority:19000101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-7251626-B2,Apparatus and method for indicating the status of transaction function devices in an automated banking machine ,"Diebold, Incorporated","Dale Blackson, Glenda K. Griswald, Mark D. Smith, Bob A. Cichon, Mark A. Moales, James Church, Robert E. Usner, Mark S. Covert, Jay Paul Drummond, Omar El-Kaissi, Lilei Chen, Lepper Q. Bradrick, Michael E. Califf, Jr., Phillip S. Moore, Steven C. Swingler, Robert J. Lemley, Shawn D. Joyce",1996-11-27,2006-02-17,2007-07-31,2007-07-31,https://patents.google.com/patent/US7251626B2/en,https://patentimages.storage.googleapis.com/80/43/9d/f1fd23346d4b81/US07251626-20070731-D00000.png
US-2005289055-A1,Automated banking machine apparatus and system ,"Diebold, Incorporated","Jay Drummond, Dale Blackson, Bob Cichon, Joseph Ess, Mark Covert, Mark Moales, David Weis, Mark Smith, Bruce Richards, James Church",1996-11-27,2005-07-11,2005-12-29,,https://patents.google.com/patent/US20050289055A1/en,https://patentimages.storage.googleapis.com/31/3c/7f/bcb90515e9979d/US20050289055A1-20051229-D00000.png
US-2005273427-A1,Automated banking machine apparatus and system ,"Diebold, Incorporated","Jay Drummond, Dale Blackson, Bob Cichon, Joseph Ess, Mark Moales, David Weis, Mark Smith, James Church",1996-11-27,2005-08-12,2005-12-08,,https://patents.google.com/patent/US20050273427A1/en,https://patentimages.storage.googleapis.com/99/81/c1/bdaea87d22f408/US20050273427A1-20051208-D00000.png
US-7653601-B2,Cash dispensing ATM system with multiple entity interface ,"Diebold, Incorporated","Jay Paul Drummond, Bob Cichon, Mark Smith, David Weis, James R. Church, Mikal R. Gilger",1996-11-27,2005-01-12,2010-01-26,2010-01-26,https://patents.google.com/patent/US7653601B2/en,https://patentimages.storage.googleapis.com/7f/1c/27/5524d266c8b8dd/US07653601-20100126-D00000.png
US-2005038747-A1,Automated banking machine configuration system ,"Diebold, Incorporated","Jay Drummond, Bob Cichon, David Weis, James Church, Mikal Gilger, Jagadesh Myana, Todd Blakeslee, Aravind Dongara, Mark Moales, Radhika Bodapatla",1996-11-27,2004-09-07,2005-02-17,,https://patents.google.com/patent/US20050038747A1/en,https://patentimages.storage.googleapis.com/a8/38/61/87db1acc3f0f62/US20050038747A1-20050217-D00000.png
US-6397329-B1,Method for efficiently revoking digital identities ,"Telcordia Technologies, Inc.","William Aiello, Sachin Lodha, Rafail Ostrovsky",1997-11-21,1998-11-20,2002-05-28,2002-05-28,https://patents.google.com/patent/US6397329B1/en,https://patentimages.storage.googleapis.com/55/de/dd/fbc77ae9259e3f/US6397329-drawings-page-2.png
US-6321333-B1,Efficient digital certificate processing in a data processing system ,Wave Systems Corporation,Eric Murray,1998-10-14,1998-10-14,2001-11-20,2001-11-20,https://patents.google.com/patent/US6321333B1/en,https://patentimages.storage.googleapis.com/8b/fa/ef/abcdeae608a3ce/US6321333-drawings-page-2.png
US-6138239-A,Method and system for authenticating and utilizing secure resources in a computer system ,"N★Able Technologies, Inc.",Leonard Scott Veil,1998-11-13,1998-11-13,2000-10-24,2000-10-24,https://patents.google.com/patent/US6138239A/en,https://patentimages.storage.googleapis.com/d8/e7/6a/503b3fe60d277a/US6138239-drawings-page-2.png
US-4334221-A,Multi-vehicle multi-controller radio remote control system ,Ideal Toy Corporation,"William Rosenhagen, George J. Whalen",1979-10-22,1979-10-22,1982-06-08,1982-06-08,https://patents.google.com/patent/US4334221A/en,https://patentimages.storage.googleapis.com/1e/0a/9a/0edc80f05def00/US4334221-drawings-page-2.png
US-6092202-A,Method and system for secure transactions in a computer system ,"N*Able Technologies, Inc.","Leonard Scott Veil, Gary Paul Ward, Richard Alan Weiss, Eric Alan Murray",1998-05-22,1998-05-22,2000-07-18,2000-07-18,https://patents.google.com/patent/US6092202A/en,https://patentimages.storage.googleapis.com/30/40/1c/434e6639cf78a6/US6092202-drawings-page-2.png
US-5140634-A,Method and apparatus for authenticating accreditations and for authenticating and signing messages ,U.S Philips Corporation,"Louis C. Guillou, Jean-Jacques Quisquater",1987-09-07,1991-10-09,1992-08-18,1992-08-18,https://patents.google.com/patent/US5140634A/en,https://patentimages.storage.googleapis.com/c5/ee/c4/8ba6ca58ec1981/US5140634-drawings-page-2.png
US-6324296-B1,Distributed-processing motion tracking system for tracking individually modulated light points ,"Phasespace, Inc.","Tracy D. McSheery, John R. Black, Scott R. Nollet, Jack L. Johnson, Vinay C. Jivan",1997-12-04,1997-12-04,2001-11-27,2001-11-27,https://patents.google.com/patent/US6324296B1/en,https://patentimages.storage.googleapis.com/6d/ae/76/6f711eb166f268/US6324296-drawings-page-3.png
US-7366702-B2,System and method for secure network purchasing ,Ipass Inc.,Sancho Enrique David,1999-07-30,2001-06-06,2008-04-29,2008-04-29,https://patents.google.com/patent/US7366702B2/en,https://patentimages.storage.googleapis.com/c1/81/a9/d224a1fb9dfd42/US07366702-20080429-D00000.png
US-5943423-A,Smart token system for secure electronic transactions and identification ,Entegrity Solutions Corporation,Sead Muftic,1995-12-15,1995-12-15,1999-08-24,1999-08-24,https://patents.google.com/patent/US5943423A/en,https://patentimages.storage.googleapis.com/f0/0b/56/3c3e50afd0387f/US5943423-drawings-page-2.png
US-6826690-B1,Using device certificates for automated authentication of communicating devices ,International Business Machines Corporation,"John R. Hind, Marcia L. Peters",1999-11-08,1999-11-08,2004-11-30,2004-11-30,https://patents.google.com/patent/US6826690B1/en,https://patentimages.storage.googleapis.com/78/32/1e/a02b3fc6f6f6ca/US6826690-drawings-page-2.png
US-6823454-B1,Using device certificates to authenticate servers before automatic address assignment ,International Business Machines Corporation,"John R. Hind, Marcia L. Peters",1999-11-08,1999-11-08,2004-11-23,2004-11-23,https://patents.google.com/patent/US6823454B1/en,https://patentimages.storage.googleapis.com/18/25/8e/e473644fca789d/US6823454-drawings-page-2.png
US-5620155-A,Railway train signalling system for remotely operating warning devices at crossings and for receiving warning device operational information ,Michalek; Jan K.,Jan K. Michalek,1995-03-23,1995-03-23,1997-04-15,1997-04-15,https://patents.google.com/patent/US5620155A/en,https://patentimages.storage.googleapis.com/87/12/80/fa81cc3f71c70a/US5620155-drawings-page-2.png
US-6081206-A,Parking regulation enforcement system ,Visionary Technology Inc.,Peter J. Kielland,1997-03-14,1998-03-06,2000-06-27,2000-06-27,https://patents.google.com/patent/US6081206A/en,https://patentimages.storage.googleapis.com/1a/78/5f/28ceb2bcac8040/US6081206-drawings-page-2.png
US-7178025-B2,Access system utilizing multiple factor identification and authentication ,"Tec Sec, Inc.","Edward M. Scheidt, Ersin Domanque, Roger Butler, Wai Tsang",1998-02-13,2003-01-30,2007-02-13,2007-02-13,https://patents.google.com/patent/US7178025B2/en,https://patentimages.storage.googleapis.com/e2/03/60/62b8772a044934/US07178025-20070213-D00000.png
US-RE38626-E,Parking regulation enforcement system ,"Visionary Technology, Inc.",Peter J. Kielland,1997-03-14,2002-06-21,2004-10-19,2004-10-19,https://patents.google.com/patent/USRE38626E1/en,https://patentimages.storage.googleapis.com/72/37/f5/a9a7d944b6ae87/USRE038626-20041019-D00000.png
US-3845289-A,Method and apparatus employing automatic route control system ,Avon Inc,R French,1972-07-18,1972-07-18,1974-10-29,1974-10-29,https://patents.google.com/patent/US3845289A/en,https://patentimages.storage.googleapis.com/5f/1b/c3/c143fb9b3a35c9/US3845289-drawings-page-2.png
US-7644040-B2,Automated banking machine and system ,"Diebold, Incorporated","Jay Paul Drummond, Dale Blackson, Bob Cichon, Joseph C. Ess, Mark S. Covert, Mark A. Moales, David W. Weis, Mark D. Smith, James Church",1996-11-27,2001-10-05,2010-01-05,2010-01-05,https://patents.google.com/patent/US7644040B2/en,https://patentimages.storage.googleapis.com/c0/49/ce/2467fd19239a65/US07644040-20100105-D00000.png
US-6931532-B1,Selective data encryption using style sheet processing ,International Business Machines Corporation,"Mark C. Davis, John R. Hind, Marcia L. Peters, Brad B. Topol",1999-10-21,1999-10-21,2005-08-16,2005-08-16,https://patents.google.com/patent/US6931532B1/en,https://patentimages.storage.googleapis.com/4b/58/67/9ad7ca9fd1e252/US6931532-drawings-page-3.png
US-6978367-B1,Selective data encryption using style sheet processing for decryption by a client proxy ,International Business Machines Corporation,"John R. Hind, Marcia L. Peters, Brad B. Topol",1999-10-21,1999-10-21,2005-12-20,2005-12-20,https://patents.google.com/patent/US6978367B1/en,https://patentimages.storage.googleapis.com/d9/3d/fd/5374fd4aa54f22/US6978367-drawings-page-2.png
US-6961849-B1,Selective data encryption using style sheet processing for decryption by a group clerk ,International Business Machines Corporation,"Mark C. Davis, John R. Hind, Marcia L. Peters, Brad B. Topol",1999-10-21,1999-10-21,2005-11-01,2005-11-01,https://patents.google.com/patent/US6961849B1/en,https://patentimages.storage.googleapis.com/0c/3c/1a/85ff80605146a5/US6961849-drawings-page-3.png
US-6941459-B1,Selective data encryption using style sheet processing for decryption by a key recovery agent ,International Business Machines Corporation,"John R. Hind, Marcia L. Peters, Brad B. Topol",1999-10-21,1999-10-21,2005-09-06,2005-09-06,https://patents.google.com/patent/US6941459B1/en,https://patentimages.storage.googleapis.com/e8/3f/be/999f3f556b44fa/US6941459-drawings-page-2.png
US-6539361-B1,Automated banking machine system using plural communication formats ,"Die{grave over (b)}old, Incorporated","Bruce G. Richards, Jay Paul Drummond, Dale Blackson, Bob A. Cichon, Joseph C. Ess, Mark A. Moales, David W. Weis, Mark D. Smith, James Church",1996-11-27,1998-11-17,2003-03-25,2003-03-25,https://patents.google.com/patent/US6539361B1/en,https://patentimages.storage.googleapis.com/67/46/be/a8dcee5b45a19a/US6539361-drawings-page-3.png
US-7567924-B1,Automated banking machine apparatus and system ,"Diebold, Incorporated","Jay Paul Drummond, Dale Blackson, Lilei Chen, Bob A. Cichon, Mark S. Covert, Bradrick Q. Lepper, Mark A. Moales, Mark D. Smith, Robert J. Lemley, Michael E. Califf, Jr., Shawn D. Joyce, Phillip S. Moore, Steven C. Swingler",1996-11-27,1997-11-25,2009-07-28,2009-07-28,https://patents.google.com/patent/US7567924B1/en,https://patentimages.storage.googleapis.com/5e/5a/9f/a0aa0d578e810b/US7567924-drawings-page-3.png
US-4922443-A,Data acquisition and processing equipment for testing automotive vehicles ,Etablissements M. Muller & Cie.,"Paul Coetsier, Denis Douine",1987-08-07,1988-07-26,1990-05-01,1990-05-01,https://patents.google.com/patent/US4922443A/en,https://patentimages.storage.googleapis.com/2b/b1/7d/ccc63a517bb3b1/US4922443-drawings-page-2.png
US-2003078880-A1,Method and system for electronically signing and processing digital documents ,"Nancy Alley, Jonathan Kearns, Kelly Purcell","Nancy Alley, Jonathan Kearns, Kelly Purcell",1999-10-08,2002-11-19,2003-04-24,,https://patents.google.com/patent/US20030078880A1/en,https://patentimages.storage.googleapis.com/d0/cb/74/a2858274798ada/US20030078880A1-20030424-D00000.png
TW-454132-B,Digital content preparation system ,Ibm,"Kenneth Louis Milsted, Qing Gong, Cesar Medina",1998-10-22,1999-10-19,2001-09-11,2001-09-11,https://patents.google.com/patent/TW454132B/en,
US-7725393-B2,Application service provider and automated transaction machine system and method ,"Diebold Self-Service Systems A Division Of Diebold, Incorporated","Jay Paul Drummond, Dale H. Blackson, Mark D. Smith",1996-11-27,2003-02-03,2010-05-25,2010-05-25,https://patents.google.com/patent/US7725393B2/en,https://patentimages.storage.googleapis.com/18/ab/87/e4a765a197d6d3/US07725393-20100525-D00000.png
US-2002178370-A1,Method and apparatus for secure authentication and sensitive data management ,"Gurevich Michael N., Vit Kantor","Michael Gurevich, Vit Kantor",1999-12-30,2000-12-29,2002-11-28,,https://patents.google.com/patent/US20020178370A1/en,https://patentimages.storage.googleapis.com/cd/99/1f/12eb8767bc5c2e/US20020178370A1-20021128-D00000.png
NL-9401511-A,"System for making a digital image registration of an object, carrier provided with a digital image of at least one object and method for generating a digital image of an object. ","Antonius Cornelis De Bruijn, Leendert Cornelis Van Haaften, David Koster, Johan Willem Van Vive",David Koster,1994-09-16,1994-09-16,1996-05-01,,https://patents.google.com/patent/NL9401511A/en,
EP-1081890-B1,Folder type time stamping system and distributed time stamping system ,Nippon Telegraph and Telephone Corporation,"Akira NTT Intell. Property Center Takura, Satoshi NTT Intell. Property Center Ono",1999-09-01,2000-09-01,2005-04-06,2005-04-06,https://patents.google.com/patent/EP1081890B1/en,https://patentimages.storage.googleapis.com/9c/2e/0a/2e1d2c4ef12288/00690001.png
CA-2349335-A1,Signalling of bouquet information in a digital transmission system ,"Canal + Societe Anonyme, Francois Rey, Philippe Poulain, Canal + Technologies, Thomson Licensing S.A., Thomson Licensing, Interdigital Ce Patent Holdings","Francois Rey, Philippe Poulain",1998-11-09,1999-11-05,2000-05-18,,https://patents.google.com/patent/CA2349335A1/en,
KR-830004004-A,Method and apparatus for digital conference ,"알. 지. 크라우포드, 웨스컴 스윗칭, 인코퍼레이티드","에프. 리간 죤, 에이. 메타 바클리스",1979-06-15,1980-06-16,1983-06-30,,https://patents.google.com/patent/KR830004004A/en,
CA-2271394-C,Automated banking machine and system operative to respond to html documents ,"Diebold, Incorporated, Jay Paul Drummond, Dale Blackson, Bob A. Cichon, Joseph C. Ess, Mark A. Moales, David W. Weis, Mark D. Smith, James Church","Jay Paul Drummond, Dale Blackson, Bob A. Cichon, Joseph C. Ess, Mark A. Moales, David W. Weis, Mark D. Smith, James Church",1998-05-27,1999-05-07,2003-10-28,2003-10-28,https://patents.google.com/patent/CA2271394C/en,
US-7716096-B2,Application service provider and automated transaction machine system and method ,"Diebold Self-Service Systems A Division Of Diebold, Incorporated","Jay Paul Drummond, Dale H. Blackson, Mark D. Smith",1996-11-27,2003-02-03,2010-05-11,2010-05-11,https://patents.google.com/patent/US7716096B2/en,https://patentimages.storage.googleapis.com/e7/01/b2/8d34a18aa9fe99/US07716096-20100511-D00000.png
HU-0004470-A2,A portable information and transaction processing device system and method utilizing biometric authorization and digital certificate security ,International Business Machines Corp.,"Stephane Maes, Jan Sedivy",1997-08-11,1998-07-30,2001-05-28,,https://patents.google.com/patent/HU0004470A2/en,
TW-436743-B,Method for using fingerprints to distribute information over a network ,Digital Persona Inc,"Vance Bjorn, Fabio Righi",1997-11-14,1998-11-13,2001-05-28,2001-05-28,https://patents.google.com/patent/TW436743B/en,
JP-2003511802-A,Global internet digital identification system and method ,マスターカード  インターナショナル  インコーポレイテツド,"ディー  エス  ハリス マイケル, ワンクミューラー ジョン",1999-10-08,2000-10-05,2003-03-25,,https://patents.google.com/patent/JP2003511802A/en,
US-6384776-B1,EM signal detection and position broadcasting system and method ,B. Todd Martin,B. Todd Martin,1999-04-30,1999-04-30,2002-05-07,2002-05-07,https://patents.google.com/patent/US6384776B1/en,https://patentimages.storage.googleapis.com/d4/76/26/8295bd35c32011/US6384776-drawings-page-2.png
DE-2323649-A1,SYSTEM FOR CORRECTING DETECTED ERRORS IN A HIGH SPEED DIGITAL DATA TRANSFER SYSTEM ,North American Rockwell,Earl Doyle Gibson,1972-05-12,1973-05-10,1973-11-22,,https://patents.google.com/patent/DE2323649A1/en,
CN-1162791-C,Digital ID card and its national network management scheme ,李玉彬,李玉彬,1999-03-06,2000-01-13,2004-08-18,2004-08-18,https://patents.google.com/patent/CN1162791C/en,https://patentimages.storage.googleapis.com/7c/62/d7/d4d39bfed00c31/C0010143400171.png
EP-0961251-A2,Automated banking machine with accessing data based on customer inputs including biometric customer identification and producing selected displays based on customer identity (profile bean) ,"Diebold, Incorporated","Jay Paul Drummond, Dale Blackson, Bob A. Cichon, Mark S. Covert, Mark A. Moales, Mark D. Smith, Joseph C. Ess, David W. Weis, James Church",1998-05-27,1999-04-30,1999-12-01,,https://patents.google.com/patent/EP0961251A2/en,https://patentimages.storage.googleapis.com/69/42/1e/cbc03ddb8589b0/01590001.png
EP-0225528-B1,Angular pulses identifying arrangement ,Siemens Aktiengesellschaft,"Hans Schreiber, Marek Molin",1985-11-25,1986-11-21,1988-11-02,1988-11-02,https://patents.google.com/patent/EP0225528B1/en,https://patentimages.storage.googleapis.com/cc/02/37/6c34901164fefb/imgf0001.png
GR-3030082-T3,Method of communication for an intelligent digital audiovisual playback system ,Technical Maintenance Corp,"Guy Nathan, Tony Mastronardi",1994-10-12,1999-04-29,1999-07-30,,https://patents.google.com/patent/GR3030082T3/en,
US-4201893-A,Private automatic branch exchange telephone system with two data sources sharing a multiplexed data bus ,Gte Automatic Electric Laboratories Incorporated,Donald W. McLaughlin,1978-09-28,1978-09-28,1980-05-06,1980-05-06,https://patents.google.com/patent/US4201893A/en,https://patentimages.storage.googleapis.com/ce/ca/c4/8dc5aab313eab4/US4201893-drawings-page-2.png
CN-1359494-A,Method and apparatus for identifying hardware ,国际商业机器公司,"亚历克斯·奇利文尼, 马克·爱德华·希尔",1999-07-26,2000-07-21,2002-07-17,,https://patents.google.com/patent/CN1359494A/en,https://patentimages.storage.googleapis.com/cb/85/41/887cec26ba486a/A0080980900161.png
RU-98108978-A,DIGITAL MESSAGE RELIABILITY ASSESSMENT DEVICE FOR RAILWAY REGULATION SYSTEMS ,"ЦСЕЕ Транспор (FR), ЦСЕЕ Транспор","Демарэ Жерар (FR), Демарэ Жерар",1997-05-07,1998-05-06,2000-03-20,,https://patents.google.com/patent/RU98108978A/en,
DE-59469-T1,SYSTEM FOR TRANSMITTING A TELEPHONE CONNECTION OF THE IDENTITY OF THE PARTICIPANTS IN THIS CONNECTION. ,"CSELT-Centro Studi e Laboratori Telecomunicazioni S.p.A., 10148 Turin",Ottavio Turin Bertoglio,1981-03-03,1982-03-02,1983-03-17,,https://patents.google.com/patent/DE59469T1/en,
KR-20020007303-A,System and method for providing certification-related and other services ,"맥 힉스, 레지나 세일러, 가이 에스. 주니어. 탈렌트, 크리스틴 쿠프레스, 알렌 프레이덴스타인","맥 힉스, 레지나 세일러, 가이 에스. 주니어. 탈렌트, 크리스틴 쿠프레스, 알렌 프레이덴스타인",1999-02-12,2000-02-11,2002-01-26,,https://patents.google.com/patent/KR20020007303A/en,
AU-613084-B2,"A method and system for authentication of accreditations and of messages with zero-knowledge proof and for the signing of messages, and a station for use in such system, in particular executed as a smart card station ","Philips Electronics N.V., Telediffusion De France, L'etat Francais","Louis C. Guillou, Jean-Jacques Quisquater",1987-09-07,1988-09-07,1991-07-25,1991-07-25,https://patents.google.com/patent/AU613084B2/en,
FR-2613514-A1,Electronic voting machine ,Electroplus Sarl,"Jean Luc Desprez, Jean Berard-Bergery, Jean Claude Berard",1987-03-31,1987-03-31,1988-10-07,,https://patents.google.com/patent/FR2613514A1/en,
DE-3807375-A1,Device to measure the density of fluids by means of vibration systems ,Becker Wolf Juergen Prof Dipl,"Wolf-Juergen Prof Dipl Becker, Wolfgang Dipl Ing Braasch",1988-03-07,1988-03-07,1989-09-21,,https://patents.google.com/patent/DE3807375A1/en,
US-2002035547-A1,Franking method and apparatus ,Gerrit Bleumer,Gerrit Bleumer,1999-12-06,2000-12-01,2002-03-21,,https://patents.google.com/patent/US20020035547A1/en,https://patentimages.storage.googleapis.com/ba/1e/6e/e7d029567892a1/US20020035547A1-20020321-D00000.png
CN-2147593-Y,Language sound positioning alarm ,"刘国安, 周旭","刘国安, 周旭",1993-02-09,1993-02-09,1993-11-24,1993-11-24,https://patents.google.com/patent/CN2147593Y/en,https://patentimages.storage.googleapis.com/24/61/8c/6c177380f09358/932038379_DRIMG2.png
RU-2252451-C2,"Method for performing transactions, computerized method for network server protection, transaction system, electronic wallet server, computerized online shopping method (variants) and computerized access control method ","Американ Экспресс Тревл Рилейтед Сервисиз Компани, Инк.","Рассел БЕННЕТ (US), Рассел БЕННЕТ, Фред БИШОП (US), Фред БИШОП, Эллиот ГЛЕЙЗЕР (US), Эллиот ГЛЕЙЗЕР, Зиг ГОРГОЛ (US), Зиг ГОРГОЛ, Майкл ДЖОНСОН (US), Майкл Джонсон, Дэвид ДЖОНСТОУН (US), Дэвид ДЖОНСТОУН, Уолтер Д. ЛЕЙК (US), Уолтер Д. ЛЕЙК, Коби РОЙЭР (US), Коби РОЙЭР, Ник СВИФТ (GB), Ник СВИФТ, Марвин СИМКИН (US), Марвин СИМКИН, Дерк УАЙТ (US), Дерк УАЙТ, Уиль м Г. ХОЛ (US), Уильям Г. ХОЛ",1999-08-31,2000-08-30,2005-05-20,2005-05-20,https://patents.google.com/patent/RU2252451C2/en,https://patentimages.storage.googleapis.com/17/f6/76/83768a71df4da9/00000002.png
